quantity_order,duration,machine_available,bom_depth,total_operations,total_bom_components,is_delayed
1866,51,2,1,6,13,1
2008,113,2,6,30,66,1
1390,27,5,3,17,45,0
1246,41,5,6,11,103,1
583,14,6,1,13,21,0
58,29,1,4,32,36,1
1160,76,1,3,26,41,1
232,21,1,2,14,31,1
1441,27,5,3,6,57,0
1538,107,1,3,27,38,1
1829,112,1,3,16,52,1
2334,66,3,4,2,42,0
1471,64,1,1,10,23,1
1140,36,2,2,5,16,0
1691,22,6,1,5,16,0
2477,40,5,6,14,85,1
384,24,4,6,6,31,0
2130,59,6,6,42,76,1
2031,42,3,1,13,26,0
1063,27,5,5,26,58,1
1899,37,5,4,16,36,1
1833,80,2,5,17,85,1
1484,46,6,6,21,78,1
2252,41,6,4,25,56,1
1189,50,1,1,2,18,1
1074,81,2,6,26,88,1
2080,103,1,1,7,25,1
369,35,1,4,23,35,1
2051,19,5,1,3,26,0
1151,13,6,1,7,23,0
1645,86,1,2,20,37,1
1413,57,3,5,28,75,1
1953,50,3,5,20,23,1
688,20,6,5,2,26,0
2497,71,3,3,22,55,1
16,15,5,2,13,29,0
2478,130,2,6,26,102,1
1601,33,4,6,8,63,0
842,99,1,6,32,106,1
1820,50,4,5,32,63,1
923,48,2,5,25,34,1
2021,78,2,2,11,18,1
1452,19,5,1,10,24,0
1460,58,3,5,30,45,1
1512,34,3,6,0,99,1
135,4,2,1,3,5,0
2452,47,5,5,11,96,1
826,20,5,4,16,52,0
1839,27,6,3,14,31,0
585,64,1,5,33,84,1
2382,80,3,4,15,69,1
1425,34,2,2,3,29,0
939,22,6,4,7,37,0
1473,19,4,2,1,42,0
842,35,3,5,24,33,1
1064,58,1,2,14,30,1
1658,41,5,4,27,76,1
1910,51,2,3,8,53,1
1467,24,3,1,1,17,0
1409,17,4,1,0,17,0
452,48,1,3,25,30,1
2132,138,1,6,9,108,1
566,8,6,1,8,23,0
1188,52,3,5,30,98,1
2047,35,4,6,1,62,1
372,43,1,5,23,68,1
1267,43,2,4,18,37,1
1851,161,1,4,16,80,1
2319,56,4,6,42,56,1
1860,63,5,6,48,66,1
2182,44,5,6,9,60,1
920,41,6,6,27,94,1
254,9,3,2,5,13,0
551,35,4,6,47,79,1
2179,34,6,6,27,116,1
2182,135,1,4,0,56,1
1582,141,1,5,2,29,1
2227,32,5,4,14,26,0
133,4,6,1,3,9,0
1741,21,5,2,9,30,0
795,35,2,2,20,34,1
2053,50,5,5,36,67,1
2258,68,2,6,14,42,1
2426,134,1,4,22,76,1
806,14,6,1,13,18,0
86,18,2,4,14,54,0
68,14,6,6,9,43,0
2488,40,6,6,8,31,1
1533,66,2,3,11,53,1
1946,67,3,4,4,58,1
2166,59,5,5,24,63,1
1311,67,2,4,25,38,1
77,14,1,2,7,28,0
2362,15,6,1,5,8,0
1942,43,4,5,24,65,1
374,26,2,3,15,35,0
830,14,5,1,11,25,0
1412,16,6,1,8,20,0
2400,64,3,2,9,40,0
956,79,1,2,15,36,1
1587,29,3,2,9,24,0
1387,35,4,5,8,20,0
1449,66,2,4,25,55,1
771,9,6,1,2,16,0
350,29,2,4,26,60,1
392,23,5,4,30,75,1
1013,33,2,2,18,29,0
1566,79,1,4,5,24,1
309,12,4,1,12,25,0
148,9,3,1,12,14,0
368,20,4,6,4,58,0
845,22,6,3,13,43,0
1532,47,2,5,1,24,0
1637,39,6,4,22,30,1
1992,49,3,5,18,32,1
1313,40,6,5,23,83,1
918,26,5,5,19,95,1
1144,58,4,6,46,71,1
2196,92,3,5,26,56,1
1005,44,3,6,23,82,1
2492,33,3,1,0,23,0
2330,177,1,4,24,35,1
2161,79,4,6,45,66,1
1247,26,6,3,22,43,0
1794,54,3,5,30,90,1
174,18,4,3,27,42,0
1008,13,3,1,1,13,0
1317,17,5,1,10,23,0
666,14,5,2,4,38,0
2221,62,5,5,41,63,1
1919,59,2,2,7,11,1
2056,51,3,3,5,39,1
2121,97,2,4,27,77,1
1150,23,4,2,14,16,0
1899,52,2,1,11,17,0
276,21,4,5,24,40,1
1855,34,4,3,5,34,0
1718,50,4,6,43,100,1
2303,27,6,1,11,24,0
2452,122,2,6,40,84,1
1520,26,6,4,33,72,1
485,20,3,5,12,17,0
986,28,2,4,7,32,0
1217,35,3,4,12,38,0
1053,42,3,5,35,77,1
1970,29,4,5,5,20,1
567,45,2,6,37,76,1
1027,49,3,4,31,41,1
1615,43,5,3,20,55,0
892,42,3,6,43,103,1
2204,33,5,5,6,62,1
675,23,2,1,9,21,0
1781,36,6,6,14,24,1
873,33,2,2,16,43,0
591,15,6,3,9,58,0
704,25,6,6,22,67,1
1261,84,2,5,37,73,1
1620,72,3,5,40,54,1
1249,109,1,3,14,54,1
2464,42,3,2,15,24,1
408,40,3,6,39,50,1
1956,68,4,6,15,89,1
724,35,4,4,31,68,1
713,14,3,1,4,23,0
1724,44,5,5,17,39,1
1982,45,6,6,19,110,1
91,36,4,6,45,51,1
613,35,3,6,1,115,1
1980,105,1,2,2,34,1
1720,30,5,1,13,24,0
2056,74,2,6,38,54,1
912,35,3,3,14,22,0
374,19,3,5,0,82,1
172,24,6,4,21,80,1
1873,28,5,3,13,62,0
125,31,4,5,27,48,1
2394,41,4,2,20,36,1
890,19,4,1,12,24,0
849,20,2,1,5,14,0
2204,34,5,5,0,69,0
1356,32,5,3,20,37,0
2500,52,4,4,3,38,0
1046,12,4,2,2,30,0
952,25,6,5,29,83,1
1734,76,1,2,1,42,1
2344,105,1,1,2,17,1
1147,35,3,6,19,59,1
31,15,3,6,22,32,1
1759,47,5,4,24,45,1
692,17,5,2,14,37,0
1843,101,2,5,37,58,1
2377,105,2,4,22,76,1
135,21,1,3,19,22,0
286,13,3,6,1,100,0
2009,109,1,5,14,33,1
1237,97,1,2,19,23,1
2251,75,3,4,34,43,1
705,33,2,5,9,22,0
1319,24,6,4,13,73,0
66,28,6,4,26,59,1
28,12,6,4,13,48,0
2321,35,3,2,2,28,0
122,13,4,5,32,95,1
551,11,4,1,3,22,0
588,10,4,1,0,12,0
1098,16,5,2,1,27,0
34,10,2,2,18,26,0
1582,74,2,6,23,116,1
2058,25,5,4,3,33,0
1582,148,1,5,35,81,1
150,23,6,5,12,92,1
1777,52,4,3,25,46,1
657,16,6,3,8,48,0
2245,37,4,1,6,10,0
210,11,6,3,15,40,0
266,26,1,3,17,52,0
556,8,6,1,2,13,0
2251,38,6,6,19,96,1
811,16,3,1,9,18,0
951,36,6,3,23,38,0
423,31,3,5,21,67,1
2024,94,2,3,15,52,1
1391,23,5,4,2,71,0
1108,13,6,4,10,31,0
919,33,2,4,24,35,1
197,39,3,6,41,114,1
2025,26,6,2,15,20,0
1323,21,6,4,7,35,0
2102,106,1,5,8,21,1
2140,90,2,6,14,75,1
1156,39,4,2,20,33,0
367,8,4,2,2,12,0
1561,98,1,4,3,80,1
1099,31,3,3,12,34,0
1690,23,4,1,11,16,0
2432,45,4,3,20,35,1
171,8,5,3,8,39,0
2379,97,2,2,13,41,1
459,26,3,2,18,43,0
1507,55,6,6,38,113,1
1046,73,2,6,47,67,1
2241,43,3,2,19,27,1
2168,58,4,5,36,69,1
1960,58,5,5,30,72,1
1323,41,2,1,9,18,0
2352,41,4,2,17,36,0
1248,40,3,4,19,66,1
983,46,2,6,17,63,1
641,16,6,2,10,42,0
1600,64,2,5,21,75,1
1060,23,4,2,11,16,0
1598,66,2,5,17,94,1
2378,35,6,2,1,38,0
1703,40,5,4,22,28,1
446,8,5,1,0,7,0
1566,40,4,4,9,74,0
1086,21,3,5,0,52,0
1314,60,4,6,37,47,1
2088,38,5,6,38,58,1
2394,208,1,3,16,40,1
192,17,1,4,8,39,0
1479,40,2,2,6,23,0
1489,12,6,1,0,10,0
1599,40,2,2,2,30,0
1597,104,1,2,15,19,1
669,27,5,4,17,71,0
169,6,2,1,0,8,0
2469,35,4,3,3,13,0
1021,19,6,2,10,35,0
62,5,4,1,3,5,0
2465,36,6,3,8,30,0
1055,19,5,2,7,15,0
1063,33,2,1,7,20,0
2317,24,6,4,4,36,0
1238,57,4,6,11,93,1
1504,60,2,6,0,101,1
1499,37,2,2,14,20,0
1045,22,4,2,17,31,0
1960,77,1,1,5,17,1
859,53,6,6,41,46,1
363,10,4,2,13,14,0
1108,31,5,3,20,46,0
1749,44,3,2,7,44,0
1474,32,4,6,2,87,1
1000,46,2,5,21,50,1
1274,47,2,6,25,71,1
1894,35,4,3,18,27,1
1819,25,3,1,11,22,0
2351,46,4,3,11,39,1
2266,93,3,5,38,49,1
1121,59,3,5,35,71,1
827,16,5,2,20,31,0
1809,20,6,2,8,13,0
1970,90,2,6,47,61,1
2447,77,2,4,25,57,1
2382,56,3,3,12,27,0
898,66,2,6,35,96,1
1865,182,1,4,23,78,1
1190,81,3,6,40,78,1
677,44,2,5,25,48,1
642,53,1,2,20,22,0
1652,19,5,2,17,35,0
146,18,2,6,14,19,1
1956,95,1,2,14,19,1
1707,26,4,1,5,16,0
437,29,6,6,42,96,1
1485,37,4,5,30,74,1
828,72,1,6,27,75,1
2198,59,3,6,7,13,1
1116,36,3,2,20,36,0
2234,73,2,5,16,56,1
207,31,4,6,48,94,1
2005,44,3,2,17,44,1
2458,46,3,3,3,6,0
480,34,4,5,30,85,1
2275,42,5,4,33,68,1
1958,37,3,1,1,9,0
938,17,6,4,2,70,0
2020,177,1,5,29,31,1
915,54,2,6,7,77,1
2232,43,3,2,19,43,0
32,18,6,5,6,69,0
244,10,6,1,11,22,0
1134,40,3,5,18,50,1
938,19,5,2,14,19,0
532,60,1,4,13,55,1
1818,72,2,3,15,59,1
440,23,3,4,13,49,0
802,17,2,2,2,18,0
1639,28,4,2,17,40,0
1746,23,6,1,12,19,0
542,18,6,5,5,74,0
1756,51,3,5,22,53,1
1685,66,3,4,27,35,1
1326,26,4,3,13,25,0
922,21,5,3,13,24,0
1134,18,3,1,3,23,0
1535,24,6,2,12,44,0
1337,36,2,1,10,21,0
1033,76,1,5,34,58,1
1586,85,2,6,44,79,1
1388,35,5,6,1,63,1
1529,114,1,6,40,86,1
1691,39,2,2,12,19,1
2007,46,2,1,7,19,0
236,22,4,4,23,64,1
1269,43,5,5,28,37,1
882,27,6,6,2,72,0
901,25,4,3,12,36,1
1488,52,1,1,3,9,0
1046,29,6,5,1,31,0
2267,55,4,5,19,63,1
406,17,5,3,21,37,0
1133,32,3,3,20,30,1
2088,42,3,3,14,27,0
658,85,1,6,48,110,1
338,26,3,6,31,39,1
1492,24,4,1,12,23,0
961,67,1,3,9,41,1
2015,27,6,4,0,79,0
2026,70,5,5,37,69,1
1888,81,1,3,2,45,1
1206,22,6,5,6,58,0
1782,81,1,2,12,29,1
171,15,2,2,12,36,0
1761,51,2,3,16,53,1
785,55,1,5,0,92,1
1837,42,3,2,13,23,0
2331,106,2,3,25,42,1
1061,18,5,5,2,54,0
2383,44,6,3,13,57,0
949,43,4,6,23,96,1
549,26,2,5,0,24,0
831,42,1,2,15,41,1
1471,39,3,3,9,40,0
1098,21,4,2,12,30,0
365,11,6,3,3,35,0
244,7,6,1,8,19,0
2284,49,2,2,13,23,1
1558,18,6,2,3,20,0
2106,26,6,4,9,42,0
127,40,3,6,39,90,1
2111,39,3,2,2,7,0
1683,45,3,5,6,71,0
1077,63,1,3,9,48,1
2110,23,6,1,2,13,0
567,21,6,5,1,20,0
1825,42,6,5,14,54,1
2015,44,5,5,8,39,1
407,21,3,5,16,73,1
684,14,4,1,13,17,0
396,25,2,4,17,65,0
2168,39,4,6,14,69,1
2074,142,1,2,17,22,1
893,84,1,5,23,82,1
550,12,6,2,11,21,0
180,20,4,2,20,42,0
2466,43,6,5,25,84,1
749,24,5,4,7,57,0
1411,77,1,2,1,7,1
2287,85,1,3,1,4,1
128,7,4,2,4,39,0
2161,148,1,6,30,43,1
2005,39,5,5,32,90,1
1715,16,5,1,5,9,0
1732,28,5,2,3,32,0
2232,77,2,4,5,19,1
1707,38,5,3,22,48,1
1454,21,5,3,12,30,0
1769,40,2,1,2,23,1
1534,54,6,6,42,114,1
674,16,3,1,12,16,0
42,16,1,6,7,57,1
2112,23,5,2,6,37,0
2069,103,1,5,12,22,1
1561,30,4,4,0,18,0
729,37,1,3,5,48,0
2430,17,6,1,6,10,0
493,24,2,4,26,38,1
982,74,1,6,14,89,1
316,39,1,5,33,51,1
466,57,1,3,25,43,1
2217,57,3,3,24,62,1
340,22,3,6,22,87,1
234,22,4,5,23,70,1
1489,65,2,3,14,61,1
1092,123,1,5,34,73,1
653,42,1,3,3,9,0
625,53,1,2,11,35,0
204,45,1,6,36,116,1
498,26,3,5,16,58,1
2214,43,6,4,30,66,1
1259,14,6,2,5,13,0
2469,41,4,4,9,68,1
1112,38,5,6,26,45,1
1157,37,2,3,9,36,0
1251,19,6,4,5,22,0
525,24,1,2,5,43,1
1635,38,6,5,14,98,1
1137,15,4,1,3,10,0
402,12,5,4,6,32,0
640,9,6,1,2,24,0
1857,68,4,6,48,80,1
989,52,3,4,25,66,1
443,32,5,4,30,66,1
287,20,4,5,1,92,0
242,24,6,3,27,46,0
1562,41,3,2,9,17,0
1604,34,4,2,12,43,0
1123,35,4,2,17,32,0
2419,67,6,6,29,111,1
35,16,5,3,22,60,0
1427,34,3,1,10,26,0
2324,114,1,2,12,37,1
470,11,2,1,2,15,0
1101,26,5,3,23,27,0
1016,41,3,6,28,64,1
2004,41,4,3,23,44,1
500,22,3,5,4,52,0
1082,36,2,2,2,36,0
225,19,6,6,18,65,1
1733,64,2,5,12,18,1
1602,71,1,2,4,25,1
168,19,1,3,11,15,0
695,25,2,3,13,28,1
1786,40,5,4,21,55,1
2062,30,5,4,8,19,0
1853,42,4,3,16,18,1
2418,113,1,3,7,44,1
2305,36,4,1,9,16,0
1599,92,1,1,12,23,1
1706,61,2,5,4,90,1
2479,45,5,4,28,63,1
1956,46,5,4,21,72,1
2072,60,2,3,16,28,1
1155,29,4,3,2,30,0
2334,57,4,5,27,46,1
1591,73,3,6,37,41,1
2267,121,1,6,13,39,1
2359,61,4,6,46,62,1
1942,82,2,4,13,37,1
1767,26,4,1,10,15,0
2060,35,5,6,10,58,1
999,55,1,2,8,17,0
1551,40,6,5,37,95,1
1126,71,3,6,46,101,1
502,37,1,2,11,32,1
629,28,5,6,5,114,0
2388,19,5,1,0,22,0
2390,21,5,1,8,20,0
2107,56,5,6,15,109,1
1556,68,2,2,19,42,1
872,34,3,5,14,53,1
1701,21,6,2,1,38,0
1615,35,5,5,16,69,1
2329,36,5,6,2,64,1
589,18,4,5,2,12,0
1900,46,3,3,4,34,0
1285,71,1,4,16,38,1
1865,32,3,4,0,25,0
1365,23,3,1,6,9,0
1172,24,6,3,25,38,0
366,32,3,4,18,55,1
1634,51,6,6,29,83,1
2331,34,5,5,13,89,1
2016,44,5,5,12,62,1
2368,69,2,2,19,40,1
879,12,6,2,8,31,0
895,48,6,5,40,50,1
2011,169,1,6,47,101,1
2211,43,4,5,11,74,1
1423,38,3,2,9,23,0
1293,72,1,4,5,50,1
629,7,6,1,1,5,0
892,44,1,2,1,20,0
806,76,2,6,40,43,1
2182,46,4,4,18,22,1
1306,22,6,4,5,53,0
628,13,6,4,1,67,0
1844,46,3,3,14,61,1
254,13,4,3,16,52,0
939,37,2,4,15,65,0
1280,39,5,6,27,76,1
529,40,1,5,20,64,1
2419,77,3,6,7,103,1
17,8,6,3,9,33,0
2029,28,5,2,9,17,0
504,23,2,3,17,60,1
1639,31,4,5,9,42,0
1072,72,1,1,8,26,0
196,15,3,3,27,43,0
1887,39,6,6,23,82,1
2150,46,6,6,18,64,1
95,29,5,4,32,55,1
146,8,5,4,3,79,0
2478,164,1,4,2,38,1
2131,32,4,1,9,25,0
1646,45,2,5,11,82,1
2228,41,4,2,17,33,0
1761,44,4,6,22,40,1
2227,59,4,6,19,105,1
1797,135,1,5,5,15,1
881,31,1,1,4,23,0
2379,81,2,4,33,50,1
953,40,4,5,41,79,1
1636,72,1,2,1,31,1
358,34,2,4,29,79,1
1686,22,6,2,8,14,0
1206,61,2,3,26,50,1
19,8,4,2,9,37,0
1471,43,3,4,33,68,1
676,17,4,3,7,27,0
1532,44,3,4,23,62,1
2186,163,2,6,48,54,1
610,27,6,4,16,57,0
336,13,6,3,3,58,0
989,58,1,2,17,33,1
2461,31,6,6,11,23,0
638,7,5,1,0,12,0
1639,46,2,1,8,25,1
283,14,1,1,12,20,0
694,10,6,1,2,6,0
125,24,2,5,16,76,1
870,18,4,1,1,24,0
2013,20,6,3,7,14,0
702,14,3,1,4,16,0
1115,48,2,4,15,75,1
2381,101,1,1,0,19,1
2171,26,4,2,6,32,0
1802,35,5,3,19,31,0
163,12,4,3,7,40,0
1910,43,6,6,7,101,1
1437,48,3,5,22,83,1
1299,35,4,4,31,71,1
324,16,5,3,10,21,0
1074,74,1,2,14,35,1
114,4,2,1,1,4,0
1934,46,3,3,5,21,0
1923,25,5,2,11,29,0
1226,16,6,1,11,26,0
1434,53,6,5,37,83,1
2411,34,6,3,17,59,0
1782,48,3,3,23,51,1
1970,38,4,2,19,32,0
1613,32,3,6,8,28,0
718,21,6,4,7,16,0
660,33,5,5,18,53,0
956,30,2,4,7,25,0
670,21,2,3,1,57,0
2156,43,3,4,3,67,1
2339,20,6,1,5,16,0
2460,162,1,5,2,16,1
1142,45,3,4,34,40,1
709,10,6,1,2,16,0
2256,45,4,2,10,30,0
2048,85,2,4,28,75,1
2384,93,2,5,9,67,1
2211,45,2,1,11,25,1
561,70,1,4,29,73,1
414,13,6,2,17,25,0
471,18,6,4,23,72,1
2189,24,6,1,8,25,0
883,32,6,4,23,56,1
93,21,1,5,25,35,1
1432,24,5,3,2,53,0
230,11,3,1,6,23,0
1401,26,3,1,10,26,0
121,5,6,1,9,21,0
624,10,4,1,1,21,0
1591,47,2,4,12,32,1
484,56,1,5,28,38,1
1923,26,4,2,5,29,0
280,26,4,5,12,42,0
2478,22,6,1,8,14,0
1930,162,1,6,25,98,1
1400,42,3,4,19,66,1
49,12,2,6,4,90,0
1992,75,3,4,19,54,1
2246,36,4,1,13,17,0
1003,44,2,4,13,47,1
2022,30,5,1,7,24,0
299,26,4,5,12,53,0
2490,78,3,3,23,55,1
288,23,3,4,14,42,0
590,7,6,1,2,9,0
872,37,3,6,0,80,1
263,15,1,1,5,23,0
190,34,4,6,33,100,1
690,24,2,4,2,56,0
834,22,3,2,13,31,0
709,36,6,6,40,88,1
1359,22,6,1,12,17,0
1390,23,3,4,7,30,1
1683,62,1,1,0,25,1
2448,34,6,2,15,23,0
1648,56,2,3,9,48,1
1967,36,4,2,20,36,1
221,20,5,5,9,82,0
1548,117,1,4,24,79,1
393,7,6,2,5,11,0
1724,40,4,3,21,28,1
351,7,5,1,0,23,0
1848,47,3,4,3,60,1
1997,43,3,6,3,6,1
853,31,2,2,1,23,0
1544,34,5,3,10,43,0
429,15,3,2,3,42,0
1998,49,3,5,20,76,1
1942,29,6,4,20,29,0
1859,36,2,1,4,21,0
315,14,4,3,3,55,0
878,20,3,2,0,13,0
1145,60,1,4,25,26,1
1444,80,1,2,18,32,1
215,11,4,4,1,46,0
505,19,5,5,8,52,0
1919,63,2,2,12,41,1
1055,28,6,5,17,51,0
222,54,1,6,47,103,1
319,55,1,6,47,63,1
2001,40,4,3,24,26,1
281,37,5,5,41,45,1
1832,36,5,4,10,77,0
2089,59,4,3,24,59,0
452,38,1,2,3,26,0
2219,67,2,2,9,22,1
263,41,1,4,34,76,1
530,11,5,1,5,10,0
986,11,6,1,2,25,0
19,9,1,2,8,31,0
1593,65,2,4,34,73,1
2493,43,3,1,1,19,0
1144,98,1,5,39,70,1
162,10,4,2,7,9,0
1668,56,3,6,14,56,1
1866,35,4,5,6,22,0
1224,34,4,4,18,45,1
1762,46,4,6,39,87,1
1114,102,1,5,41,84,1
904,9,5,1,0,11,0
1121,20,3,1,0,25,0
113,24,2,6,44,104,1
1924,33,5,3,25,39,0
1016,56,1,2,12,43,1
416,35,4,6,47,71,1
1411,68,2,4,28,49,1
176,9,3,2,8,19,0
518,28,5,5,41,80,1
1671,22,6,4,5,12,0
2370,36,5,4,4,48,1
772,17,2,1,1,16,0
690,40,1,5,10,81,1
2130,35,3,1,8,17,0
1174,36,2,1,5,24,0
591,15,4,3,7,40,0
271,13,3,1,8,18,0
1373,23,5,2,8,14,0
1341,41,2,4,7,14,0
2302,28,5,1,11,17,0
1548,36,5,6,39,82,1
570,9,5,2,2,34,0
1109,82,1,5,12,56,1
1913,37,5,4,18,67,0
184,25,4,6,33,42,1
2166,68,4,6,31,61,1
2240,72,3,5,15,94,1
201,35,6,6,35,74,1
74,11,5,2,17,41,0
1507,32,5,5,13,69,1
1577,73,2,6,29,65,1
1161,92,1,5,1,38,1
1947,37,6,5,12,62,1
378,11,3,1,10,22,0
860,12,6,1,10,25,0
52,4,5,1,4,22,0
1917,70,2,6,16,52,1
87,33,1,4,30,67,1
1834,49,3,2,14,21,0
1303,35,6,6,19,107,1
683,12,3,1,4,16,0
710,28,5,5,6,24,0
768,41,3,6,17,96,1
1933,79,2,5,10,44,1
911,36,3,5,31,70,1
1002,25,4,5,26,39,1
1201,62,2,3,25,50,1
2396,49,6,4,27,53,1
2250,87,1,2,17,24,1
1486,82,1,2,1,6,1
2340,33,5,1,3,9,0
399,14,5,3,3,47,0
1009,31,4,6,12,78,1
534,26,6,6,23,45,1
1865,124,1,2,15,24,1
1516,133,1,4,28,36,1
668,50,1,5,35,43,1
900,46,1,1,1,9,0
1491,34,3,4,17,30,1
461,13,6,2,16,21,0
2485,55,2,3,7,37,1
1547,47,2,1,9,14,0
892,22,4,2,14,41,0
322,33,3,6,40,44,1
849,46,1,1,0,19,0
384,21,1,2,1,17,0
460,18,5,6,5,23,0
604,44,5,6,28,89,1
1243,58,4,5,26,97,1
509,33,1,3,4,40,1
473,32,4,5,33,51,1
122,18,3,2,17,33,0
1045,38,2,4,9,51,1
2388,224,1,5,37,80,1
1934,41,6,4,16,77,1
149,20,3,6,12,21,0
1434,63,1,2,19,36,1
526,22,6,3,27,48,0
1957,47,5,4,26,65,1
2175,57,4,2,20,43,0
897,24,5,4,1,78,0
1351,72,2,5,33,94,1
59,9,5,2,6,35,0
28,20,1,5,37,67,1
735,7,6,1,0,7,0
2254,37,5,2,11,35,0
1483,113,1,4,11,55,1
461,13,2,1,2,19,0
2346,39,6,5,8,17,0
1174,21,5,5,9,26,0
1117,33,4,4,16,39,0
2448,27,4,1,1,6,0
224,34,6,6,39,110,1
1559,22,4,3,6,13,0
2272,35,5,4,9,48,0
137,14,5,5,11,50,0
1855,19,6,2,14,42,0
769,19,5,1,11,24,0
2461,141,1,6,3,8,1
1825,75,2,3,3,59,1
2395,30,4,2,0,5,0
370,26,1,1,9,17,0
578,41,6,6,43,78,1
1425,35,4,4,33,43,1
2275,214,1,6,46,89,1
1607,30,5,4,16,62,0
1702,16,6,1,6,18,0
211,37,6,6,37,106,1
2074,37,4,3,11,60,0
2379,54,5,6,32,74,1
527,12,4,1,11,16,0
1358,43,3,2,20,36,0
1445,72,1,2,13,20,1
1351,50,3,6,35,77,1
690,60,1,6,4,41,1
1998,79,2,4,32,41,1
1501,14,6,1,0,8,0
434,12,4,4,5,61,0
1978,72,2,3,4,32,1
1722,49,2,2,1,26,0
2444,30,6,5,4,35,0
787,36,6,5,25,75,1
2155,73,1,1,8,18,1
1836,43,3,1,2,18,0
217,13,5,5,12,53,0
1547,71,1,1,11,19,1
1669,26,5,2,4,6,0
2223,84,2,3,1,62,1
31,20,5,3,26,58,0
163,11,3,4,3,13,0
1972,108,1,2,17,33,1
228,5,6,1,4,15,0
678,21,3,1,9,16,0
1528,46,3,4,12,42,1
2287,113,1,4,1,50,1
2077,21,6,1,9,25,0
959,21,3,1,13,24,0
2205,33,6,2,9,29,0
412,29,4,4,21,79,1
605,11,4,2,7,22,0
2424,60,4,6,24,92,1
1447,17,5,1,12,17,0
1167,45,3,5,7,74,1
1752,118,1,5,20,46,1
1316,98,1,6,20,110,1
82,6,5,1,5,24,0
490,52,1,4,32,51,1
569,37,4,5,26,66,1
754,34,3,4,21,36,1
1476,110,1,5,29,56,1
109,14,1,4,8,68,1
1092,60,2,5,34,76,1
2315,73,2,4,17,38,1
422,53,2,6,41,113,1
1098,20,3,2,4,43,0
1187,27,4,4,26,38,1
2018,25,6,2,5,14,0
2323,46,4,2,7,28,0
830,13,4,1,7,17,0
671,50,3,6,38,115,1
569,26,3,2,20,31,0
1281,43,2,3,17,25,1
1823,108,1,2,13,43,1
619,21,5,4,14,60,0
2471,40,5,2,9,34,0
34,24,6,4,25,38,0
2038,212,1,4,31,73,1
293,14,6,3,6,20,0
1482,35,2,2,6,42,0
310,11,6,2,10,43,0
1101,115,1,5,31,40,1
1040,77,1,5,12,29,1
826,10,5,1,1,11,0
92,10,2,4,5,18,0
1930,56,3,3,22,37,1
2103,32,6,5,10,62,1
627,16,5,2,7,32,0
2319,23,6,1,3,11,0
185,6,6,3,0,15,0
1199,72,3,6,39,51,1
851,34,2,2,7,42,0
379,31,1,2,18,39,1
1828,56,4,6,34,97,1
2111,25,6,4,4,60,0
699,37,4,4,34,64,1
1789,55,2,5,13,83,1
1374,45,4,5,20,80,1
1442,25,6,2,14,17,0
376,16,3,2,16,21,0
653,24,4,5,17,39,0
2436,102,2,6,33,53,1
82,14,2,5,11,98,1
1281,39,3,2,15,32,0
869,20,4,3,3,14,0
52,3,4,2,1,4,0
2434,196,1,3,27,53,1
1074,21,5,3,13,34,0
2227,56,2,2,10,23,1
2269,154,1,1,12,24,1
1526,58,2,5,30,61,1
2096,96,1,4,24,30,1
378,10,5,2,6,38,0
160,25,1,3,9,53,0
1144,38,2,2,0,29,0
1513,31,4,5,24,31,1
1469,52,2,6,27,46,1
1080,19,6,3,3,49,0
1033,27,3,4,17,27,0
1608,29,3,4,5,37,0
2050,30,6,4,1,55,0
1399,43,3,6,2,95,1
78,6,3,1,13,21,0
2356,39,5,3,7,22,0
953,42,4,6,30,72,1
811,24,4,3,15,21,0
2353,85,2,6,18,72,1
2260,41,6,6,5,107,1
70,12,1,1,13,18,0
955,46,2,3,2,29,0
1347,75,2,6,47,72,1
1194,30,2,1,0,24,0
340,15,2,2,11,18,0
1561,42,4,5,29,79,1
347,56,1,6,45,102,1
1639,60,2,4,18,50,1
1337,17,4,1,5,25,0
1536,30,2,1,2,24,0
1683,49,3,6,8,17,1
1371,37,2,1,6,26,0
1583,23,6,2,13,43,0
284,6,6,1,4,16,0
1197,100,2,5,40,67,1
2376,45,5,5,6,22,1
2444,50,3,4,8,76,1
2003,90,1,2,3,29,1
879,40,2,5,24,88,1
1024,105,1,6,48,94,1
1921,40,3,3,11,19,0
612,21,2,3,5,12,0
1809,31,5,3,17,53,0
700,49,4,6,39,105,1
503,9,5,1,4,10,0
499,27,5,6,14,83,0
399,9,4,1,2,24,0
304,10,4,3,1,38,0
1402,26,6,4,3,74,0
1727,55,4,4,31,64,1
658,20,2,1,1,19,0
1883,85,1,3,13,28,1
577,26,6,6,28,47,1
454,16,6,4,1,7,0
372,19,1,1,1,26,0
2180,31,6,6,26,37,1
1221,41,4,3,27,34,1
751,11,5,2,6,26,0
2051,73,3,3,11,28,0
689,14,4,3,5,11,0
2477,53,5,6,17,37,1
1652,52,5,6,35,71,1
1582,48,6,5,18,50,1
1368,61,2,5,26,45,1
2149,94,2,6,44,54,1
72,12,6,6,19,62,1
1172,27,6,2,20,32,0
1238,51,1,2,1,33,0
265,35,1,3,7,37,1
144,18,3,4,18,65,0
884,26,3,2,8,37,0
831,27,3,3,25,36,0
2145,35,3,1,11,19,0
832,16,5,5,3,51,0
983,24,5,4,30,38,1
1787,144,1,3,15,36,1
130,29,2,6,9,62,1
1647,15,6,1,5,21,0
